latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
19.4031,-155.27483,335.16,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,292.05,29.35,N
19.40333,-155.32324,333.28,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,283.99,1.8,N
19.40368,-155.32635,328.47,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,283.23,1.8,N
19.40379,-155.28099,347.86,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,298.92,29.35,N
19.40402,-155.32947,322.7,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,283.33,1.17,N
19.40436,-155.33258,333.07,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,280.5,1.17,N
19.4047,-155.33568,322.09,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,278.01,0.88,N
19.40504,-155.3387,306.78,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,278.51,0.88,N
19.40536,-155.34169,309.73,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,280.36,1.42,N
19.40536,-155.2491,300.49,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.86,2.47,N
19.40558,-155.29715,348.8,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,327.25,127.39,N
19.40568,-155.34457,320.13,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,277.42,1.42,N
19.40592,-155.30022,367,0.32,0.54,2025-10-01,1128,N,VIIRS,h,2.0NRT,303.86,127.39,N
19.406,-155.34746,326.64,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,272.66,1.01,N
19.40605,-155.25533,304.68,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.96,2.47,N
19.40626,-155.30333,341.85,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,290.92,5.92,N
19.40631,-155.3503,308,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,272,1.01,N
19.40661,-155.30647,325.28,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,288.1,5.92,N
19.40662,-155.3531,298.68,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,274.96,0.84,N
19.40676,-155.26175,314.55,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.54,5.04,N
19.40696,-155.30968,322.65,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,288.12,3.04,N
19.40732,-155.31287,306.24,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.04,3.04,N
19.40747,-155.26805,336.77,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,290.63,5.04,N
19.40767,-155.31606,308.91,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.17,2,N
19.40802,-155.31923,302.82,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.7,2,N
19.40815,-155.27423,350.24,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,298.93,45,N
19.40871,-155.32552,302.74,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.93,1.8,N
19.40883,-155.28032,350.18,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,305.38,45,N
19.40906,-155.32861,303.45,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.22,1.17,N
19.4094,-155.33171,300.28,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.7,1.17,N
19.40974,-155.33478,299.51,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.66,0.88,N
19.41007,-155.33777,300.1,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.91,0.88,N
19.41028,-155.29343,367,0.32,0.54,2025-10-01,1128,N,VIIRS,h,2.0NRT,321.04,0,N
19.41042,-155.2487,299.72,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.4,2.47,N
19.41061,-155.29631,367,0.32,0.54,2025-10-01,1128,N,VIIRS,h,2.0NRT,290.31,13.29,N
19.41095,-155.29939,336.4,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.88,13.29,N
19.41102,-155.34636,297.24,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.64,1.01,N
19.4111,-155.25484,302.44,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.35,2.47,N
19.41129,-155.30252,320.15,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.88,1.12,N
19.41165,-155.30566,310.56,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.99,1.12,N
19.41182,-155.26128,305.57,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.35,5.04,N
19.412,-155.30885,304.83,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.78,0.19,N
19.41235,-155.31206,300.23,0.32,0.55,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.52,0.19,N
19.41252,-155.2675,335.35,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,291.06,5.04,N
19.4132,-155.27361,336.8,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,300.9,45,N
19.41387,-155.27962,337.97,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,300.21,45,N
19.41499,-155.28963,367,0.32,0.54,2025-10-01,1128,N,VIIRS,h,2.0NRT,311.34,0,N
19.41531,-155.29253,351.14,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,290.01,0,N
19.41564,-155.29546,324.47,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.49,13.29,N
19.41598,-155.29852,310.42,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.6,13.29,N
19.41612,-155.254,300.97,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.69,9.17,N
19.41633,-155.3017,304.25,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.94,1.12,N
19.41669,-155.30487,300.5,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.82,1.12,N
19.41685,-155.26056,310.62,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.34,4.07,N
19.41756,-155.26688,321.97,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.41,4.07,N
19.41825,-155.27298,311.82,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,289.8,3.07,N
19.41891,-155.27892,316.11,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,291.26,3.07,N
19.41937,-155.28304,337.76,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,288.91,2.34,N
19.41967,-155.28575,342.58,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,288.9,2.34,N
19.41998,-155.28853,318.53,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.47,1.5,N
19.42031,-155.29149,310.84,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.88,1.5,N
19.42066,-155.29454,302.08,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.88,1.46,N
19.42095,-155.25926,307.34,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.84,0.95,N
19.42163,-155.26575,310.79,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.59,1.27,N
19.42186,-155.25963,310.44,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286,4.07,N
19.42227,-155.27185,304.45,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.03,1.27,N
19.42258,-155.26605,311.8,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.56,4.07,N
19.42327,-155.27214,304.36,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.96,3.07,N
19.42439,-155.28215,310.25,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.86,2.34,N
19.4247,-155.28487,314.93,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.83,2.34,N
19.42501,-155.28766,306.98,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.92,1.5,N
19.42593,-155.258,302.24,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.45,0.95,N
19.42662,-155.26453,302.33,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.67,1.27,N
19.42683,-155.25836,302.68,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.63,0.88,N
19.42727,-155.2708,302.33,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.04,1.27,N
19.42756,-155.26483,302.29,0.63,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.49,0.88,N
19.42827,-155.27113,302.55,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,287.08,2.27,N
19.42972,-155.28401,304.86,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.49,1.34,N
19.43004,-155.2869,305.1,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.17,1.22,N
19.43226,-155.26958,297.55,0.64,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.77,1.22,N
19.43304,-155.27698,299.1,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.63,0.91,N
19.43367,-155.2829,299.58,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,286.33,0.86,N
19.43398,-155.2859,299.79,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.97,0.34,N
19.43431,-155.28896,296.69,0.32,0.54,2025-10-01,1128,N,VIIRS,n,2.0NRT,285.78,0.34,N
44.94043,-64.73786,327.28,0.6,0.7,2025-10-01,1558,N,VIIRS,n,2.0NRT,284.98,9.59,D
44.94155,-64.73721,331.75,0.6,0.7,2025-10-01,1558,N,VIIRS,n,2.0NRT,286.14,6.26,D
47.00409,-64.8767,341.96,0.52,0.67,2025-10-01,1558,N,VIIRS,n,2.0NRT,283.71,6.79,D
47.00471,-64.87141,348.57,0.52,0.67,2025-10-01,1558,N,VIIRS,n,2.0NRT,285.97,10.55,D
47.00616,-64.87039,325.86,0.52,0.67,2025-10-01,1558,N,VIIRS,n,2.0NRT,284.36,8.12,D
7.04883,-58.49728,348.16,0.46,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.45,7.54,D
7.05359,-61.46098,334.94,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.33,20.64,D
7.05638,-61.46495,332.87,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,296.15,20.64,D
7.0585,-61.69572,348.8,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.3,19.46,D
7.0684,-61.6086,334.58,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.73,3.5,D
7.06893,-61.60514,335.42,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.21,3.5,D
7.0966,-68.82228,343.69,0.55,0.51,2025-10-01,1730,N,VIIRS,n,2.0NRT,293.66,12.68,D
7.11578,-61.69477,349.38,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.95,11.91,D
7.161,-58.4921,345.78,0.46,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.65,8.9,D
7.16161,-58.48796,335.28,0.46,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.04,6.16,D
7.16468,-67.31851,333.95,0.43,0.46,2025-10-01,1730,N,VIIRS,n,2.0NRT,296.23,3.01,D
7.16705,-62.11206,343.49,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.47,6.46,D
7.17428,-61.53351,339,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.67,2.78,D
7.18621,-61.69903,336.17,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.92,6.37,D
7.18952,-61.69954,345.98,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,297.55,6.37,D
7.19111,-61.68914,338.12,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.56,4.34,D
7.19615,-61.70055,341.06,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.3,5.09,D
7.23192,-61.68829,337.74,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.72,1.98,D
7.23245,-61.68482,340.22,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,305.3,5.22,D
7.24239,-61.68634,331.67,0.38,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,304.14,3.41,D
7.25166,-61.67003,339.17,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.35,3.4,D
7.27246,-61.64485,339.93,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.38,4.14,D
7.27298,-61.64138,336.39,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,305.18,5.36,D
7.28067,-61.63546,335.81,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.8,6.62,D
7.28839,-62.22453,331.45,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.83,1.94,D
7.37494,-61.72531,337.39,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.87,2.81,D
7.37772,-61.72928,331.26,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.74,3.85,D
7.37878,-61.72235,337.49,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,307.27,3.57,D
7.37931,-61.71888,331.81,0.38,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,305.75,3.57,D
7.41741,-61.40184,330.22,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,293.79,2.6,D
7.42017,-61.9169,330.13,0.38,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,303.26,3.13,D
7.4268,-61.91791,332.39,0.38,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,303.92,6.64,D
7.43122,-58.57261,347.01,0.46,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.33,8.6,D
7.43232,-58.57582,333.55,0.46,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,298.16,4.94,D
7.44295,-61.67897,330.81,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,298.98,2.04,D
7.46388,-61.67508,335.87,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,305.03,3.96,D
7.46614,-61.68252,330.15,0.38,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,301.24,3.19,D
7.46667,-61.67905,352.11,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.53,8.5,D
7.47419,-58.76607,343.48,0.45,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.1,4.3,D
7.49193,-61.58002,347.67,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.43,4.25,D
7.4927,-61.88264,334.55,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.83,2.89,D
7.49946,-58.61936,336.91,0.46,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.18,10.92,D
7.60213,-61.65447,340.83,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,308.28,6.58,D
7.65348,-64.1034,330.39,0.43,0.38,2025-10-01,1730,N,VIIRS,l,2.0NRT,297.71,2.82,D
7.65602,-62.38367,330.69,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,297.3,3.46,D
7.65935,-62.38418,332.99,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,296.88,3.46,D
7.65989,-62.38068,336.11,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.39,5.48,D
7.66043,-62.37718,344.28,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,296.15,5.48,D
7.71849,-64.12957,350.17,0.43,0.38,2025-10-01,1730,N,VIIRS,n,2.0NRT,297.87,7.98,D
7.8185,-64.97582,340.22,0.47,0.4,2025-10-01,1730,N,VIIRS,n,2.0NRT,297.37,8.54,D
7.86779,-64.87591,338.79,0.46,0.39,2025-10-01,1730,N,VIIRS,l,2.0NRT,298.92,8.61,D
7.86845,-64.87176,334.81,0.46,0.39,2025-10-01,1730,N,VIIRS,l,2.0NRT,295.79,8.05,D
7.86857,-64.87459,336.79,0.46,0.39,2025-10-01,1730,N,VIIRS,l,2.0NRT,296.57,7.94,D
7.88266,-63.21837,336.26,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,296.53,4.96,D
7.91103,-65.07202,334.62,0.47,0.4,2025-10-01,1730,N,VIIRS,n,2.0NRT,295.63,6.49,D
7.91825,-64.75065,336.45,0.46,0.39,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.78,5.01,D
7.9213,-61.64812,338.1,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.55,4.97,D
7.95215,-63.04506,347.07,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.55,7.25,D
7.96502,-63.13916,332.8,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,302.63,5.47,D
7.97514,-63.14077,331.61,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,301.31,5.67,D
8.01056,-65.7739,341.45,0.51,0.41,2025-10-01,1730,N,VIIRS,n,2.0NRT,297.62,9.94,D
8.01877,-64.73239,335.7,0.45,0.39,2025-10-01,1730,N,VIIRS,l,2.0NRT,300.61,6.97,D
8.02905,-65.8948,333.3,0.52,0.41,2025-10-01,1730,N,VIIRS,n,2.0NRT,297.11,4.14,D
8.03786,-61.79192,331.04,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,294.4,2.83,D
8.03839,-61.78844,331.71,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,294.95,2.83,D
8.04299,-63.05926,333.85,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.65,4.58,D
8.04584,-63.08542,330.61,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,300.43,3.39,D
8.0464,-63.08183,338.63,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,304.05,7.77,D
8.0475,-63.07465,336.4,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.04,4.26,D
8.04806,-63.07107,336.88,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.71,4.26,D
8.04861,-63.06749,342.65,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.89,3.4,D
8.04901,-63.07542,335.35,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.3,4.03,D
8.04917,-63.0639,335.88,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.05,3.4,D
8.05013,-63.06825,345.83,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.48,4.72,D
8.0507,-63.06467,330.39,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,302.25,4.72,D
8.06536,-65.0645,330.86,0.47,0.4,2025-10-01,1730,N,VIIRS,l,2.0NRT,294.95,4.73,D
8.08089,-62.30475,338.41,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,298.88,5.79,D
8.09765,-65.83392,341.58,0.51,0.41,2025-10-01,1730,N,VIIRS,l,2.0NRT,298.31,5.18,D
8.09842,-65.82923,334.63,0.51,0.41,2025-10-01,1730,N,VIIRS,l,2.0NRT,297.35,5.18,D
8.10502,-64.82164,335.11,0.46,0.39,2025-10-01,1730,N,VIIRS,l,2.0NRT,299.48,7.22,D
8.10779,-61.68892,339.73,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.26,19.25,D
8.10832,-61.68545,343.37,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.65,19.25,D
8.10861,-64.82222,334.87,0.46,0.39,2025-10-01,1730,N,VIIRS,l,2.0NRT,298.42,8.28,D
8.11163,-61.68595,331.45,0.38,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,293.73,19.25,D
8.13313,-63.08858,335.02,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.6,2.68,D
8.14436,-63.10509,333.76,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.27,2.35,D
8.2097,-63.51801,356.65,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.4,9.97,D
8.21028,-63.51434,334.95,0.41,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,303.2,9.97,D
8.21194,-63.52591,338.03,0.41,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,300.59,4.83,D
8.21252,-63.52223,342.34,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.03,4.83,D
8.2131,-63.51855,343.95,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.68,9.97,D
8.21368,-63.51487,339.89,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.96,9.97,D
8.2225,-63.72525,340,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.67,3.26,D
8.22593,-63.72578,336.88,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.32,3.82,D
8.37152,-65.74215,336.53,0.5,0.41,2025-10-01,1730,N,VIIRS,l,2.0NRT,295.93,4.15,D
8.37225,-65.73758,332.09,0.5,0.41,2025-10-01,1730,N,VIIRS,l,2.0NRT,296.74,4.15,D
8.37313,-64.03159,336.75,0.42,0.38,2025-10-01,1730,N,VIIRS,n,2.0NRT,296.75,4.01,D
8.37771,-63.42469,336.77,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,301.05,5.54,D
8.3811,-63.42521,346.14,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,303.26,9.24,D
8.41881,-64.19953,331.99,0.43,0.38,2025-10-01,1730,N,VIIRS,n,2.0NRT,292.96,2.63,D
8.45223,-65.79128,340.6,0.51,0.41,2025-10-01,1730,N,VIIRS,n,2.0NRT,295,7.21,D
8.45853,-65.28641,336.31,0.48,0.4,2025-10-01,1730,N,VIIRS,n,2.0NRT,296.53,2.7,D
8.45931,-65.28739,332.38,0.48,0.4,2025-10-01,1730,N,VIIRS,n,2.0NRT,295.91,2.04,D
8.46472,-62.73333,341.51,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,309.22,6.91,D
8.46806,-62.73384,340.45,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,305.72,9.38,D
8.48009,-63.83883,330.16,0.41,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,297.86,3.7,D
8.494,-62.67649,339.89,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,305.49,3.31,D
8.49454,-62.67296,344.54,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,307.49,3.62,D
8.49509,-62.66945,330.03,0.39,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,304.4,3.62,D
8.49733,-62.67701,347.53,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.85,4.9,D
8.49842,-62.66996,338,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.37,4.11,D
8.52575,-63.75019,337.18,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.75,7.76,D
8.67621,-63.09805,338.42,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.46,4.69,D
8.68468,-63.15443,343.48,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.6,5.6,D
8.68636,-63.15511,340.13,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,305.6,10.71,D
8.68983,-62.3522,347.73,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,309.3,5.94,D
8.69037,-62.34871,348.38,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,309.63,5.94,D
8.69208,-62.3597,339.25,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,307.96,5.38,D
8.69593,-62.35672,338.98,0.39,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,309.95,7.24,D
8.69647,-62.35323,354.1,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,311.93,11.19,D
8.70402,-62.34388,338.73,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,306.9,4.34,D
8.70932,-63.05247,337.44,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.07,3.91,D
8.74544,-62.33957,334.53,0.39,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,306.9,2.88,D
8.79338,-63.20572,345.52,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,305.73,3.82,D
8.79394,-63.20214,331.4,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,305.41,3.19,D
8.79674,-63.20624,339.63,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.11,3.82,D
8.80269,-62.29844,345.63,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.13,4.97,D
8.80322,-62.29494,351.83,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.68,4.97,D
8.80376,-62.29145,334.05,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.67,3.42,D
8.806,-62.29895,342.88,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.15,5.97,D
8.80772,-62.30993,330.28,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.25,1.44,D
8.96503,-62.65116,348.09,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,306.71,2.32,D
8.98277,-63.51086,334.97,0.4,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,302.15,5.8,D
8.99076,-63.68108,332.53,0.41,0.37,2025-10-01,1730,N,VIIRS,l,2.0NRT,304.4,4.01,D
8.99771,-62.52697,334.04,0.39,0.36,2025-10-01,1730,N,VIIRS,l,2.0NRT,304.86,2.45,D
9.02204,-61.02686,332.61,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,298.16,3.53,D
9.02769,-64.45533,330.28,0.43,0.38,2025-10-01,1730,N,VIIRS,l,2.0NRT,299.73,2.73,D
9.03292,-62.93688,357.02,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,303.62,8.72,D
9.03347,-62.93334,335.76,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.64,9.61,D
9.05155,-63.53671,340.81,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,304.21,6.25,D
9.0687,-62.41687,333.65,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,300.58,3.28,D
9.07587,-62.41441,340.44,0.39,0.36,2025-10-01,1730,N,VIIRS,n,2.0NRT,302.16,8.4,D
9.08595,-63.69958,338.85,0.41,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,299.33,3.48,D
9.09023,-63.19853,343.61,0.4,0.37,2025-10-01,1730,N,VIIRS,n,2.0NRT,301.14,3.54,D
